Дата;Местное время Тверь;Потребление факт, МВтч;;;
19.05.2018;13:00-14:00;501;19.05.2018;13;501
19.05.2018;14:00-15:00;499;19.05.2018;14;499
19.05.2018;15:00-16:00;496;19.05.2018;15;496
19.05.2018;16:00-17:00;498;19.05.2018;16;498
19.05.2018;17:00-18:00;503;19.05.2018;17;503
19.05.2018;18:00-19:00;513;19.05.2018;18;513
19.05.2018;19:00-20:00;516;19.05.2018;19;516
19.05.2018;20:00-21:00;526;19.05.2018;20;526
19.05.2018;21:00-22:00;539;19.05.2018;21;539
19.05.2018;22:00-23:00;511;19.05.2018;22;511
19.05.2018;23:00-24:00;467;19.05.2018;23;467
20.05.2018;00:00-01:00;428;20.05.2018;0;428
20.05.2018;01:00-02:00;404;20.05.2018;1;404
20.05.2018;02:00-03:00;391;20.05.2018;2;391
20.05.2018;03:00-04:00;382;20.05.2018;3;382
20.05.2018;04:00-05:00;369;20.05.2018;4;369
20.05.2018;05:00-06:00;367;20.05.2018;5;367
20.05.2018;06:00-07:00;380;20.05.2018;6;380
20.05.2018;07:00-08:00;412;20.05.2018;7;412
20.05.2018;08:00-09:00;460;20.05.2018;8;460
20.05.2018;09:00-10:00;492;20.05.2018;9;492
20.05.2018;10:00-11:00;506;20.05.2018;10;506
20.05.2018;11:00-12:00;503;20.05.2018;11;503
20.05.2018;12:00-13:00;493;20.05.2018;12;493
20.05.2018;13:00-14:00;488;20.05.2018;13;488
20.05.2018;14:00-15:00;477;20.05.2018;14;477
20.05.2018;15:00-16:00;471;20.05.2018;15;471
20.05.2018;16:00-17:00;465;20.05.2018;16;465
20.05.2018;17:00-18:00;462;20.05.2018;17;462
20.05.2018;18:00-19:00;469;20.05.2018;18;469
20.05.2018;19:00-20:00;475;20.05.2018;19;475
20.05.2018;20:00-21:00;489;20.05.2018;20;489
20.05.2018;21:00-22:00;527;20.05.2018;21;527
20.05.2018;22:00-23:00;514;20.05.2018;22;514
20.05.2018;23:00-24:00;463;20.05.2018;23;463
21.05.2018;00:00-01:00;420;21.05.2018;0;420
21.05.2018;01:00-02:00;396;21.05.2018;1;396
21.05.2018;02:00-03:00;385;21.05.2018;2;385
21.05.2018;03:00-04:00;376;21.05.2018;3;376
21.05.2018;04:00-05:00;366;21.05.2018;4;366
21.05.2018;05:00-06:00;384;21.05.2018;5;384
21.05.2018;06:00-07:00;429;21.05.2018;6;429
21.05.2018;07:00-08:00;484;21.05.2018;7;484
21.05.2018;08:00-09:00;528;21.05.2018;8;528
21.05.2018;09:00-10:00;549;21.05.2018;9;549
21.05.2018;10:00-11:00;542;21.05.2018;10;542
21.05.2018;11:00-12:00;534;21.05.2018;11;534
21.05.2018;12:00-13:00;517;21.05.2018;12;517
21.05.2018;13:00-14:00;530;21.05.2018;13;530
21.05.2018;14:00-15:00;530;21.05.2018;14;530
21.05.2018;15:00-16:00;524;21.05.2018;15;524
21.05.2018;16:00-17:00;511;21.05.2018;16;511
21.05.2018;17:00-18:00;491;21.05.2018;17;491
21.05.2018;18:00-19:00;483;21.05.2018;18;483
21.05.2018;19:00-20:00;489;21.05.2018;19;489
21.05.2018;20:00-21:00;499;21.05.2018;20;499
21.05.2018;21:00-22:00;526;21.05.2018;21;526
21.05.2018;22:00-23:00;512;21.05.2018;22;512
21.05.2018;23:00-24:00;455;21.05.2018;23;455
22.05.2018;00:00-01:00;414;22.05.2018;0;414
22.05.2018;01:00-02:00;390;22.05.2018;1;390
22.05.2018;02:00-03:00;380;22.05.2018;2;380
22.05.2018;03:00-04:00;369;22.05.2018;3;369
22.05.2018;04:00-05:00;359;22.05.2018;4;359
22.05.2018;05:00-06:00;375;22.05.2018;5;375
22.05.2018;06:00-07:00;417;22.05.2018;6;417
22.05.2018;07:00-08:00;471;22.05.2018;7;471
22.05.2018;08:00-09:00;516;22.05.2018;8;516
22.05.2018;09:00-10:00;541;22.05.2018;9;541
22.05.2018;10:00-11:00;539;22.05.2018;10;539
22.05.2018;11:00-12:00;537;22.05.2018;11;537
22.05.2018;12:00-13:00;532;22.05.2018;12;532
22.05.2018;13:00-14:00;548;22.05.2018;13;548
22.05.2018;14:00-15:00;545;22.05.2018;14;545
22.05.2018;15:00-16:00;541;22.05.2018;15;541
22.05.2018;16:00-17:00;526;22.05.2018;16;526
22.05.2018;17:00-18:00;512;22.05.2018;17;512
22.05.2018;18:00-19:00;517;22.05.2018;18;517
22.05.2018;19:00-20:00;524;22.05.2018;19;524
22.05.2018;20:00-21:00;530;22.05.2018;20;530
22.05.2018;21:00-22:00;545;22.05.2018;21;545
22.05.2018;22:00-23:00;513;22.05.2018;22;513
22.05.2018;23:00-24:00;458;22.05.2018;23;458
23.05.2018;00:00-01:00;415;23.05.2018;0;415
23.05.2018;01:00-02:00;394;23.05.2018;1;394
23.05.2018;02:00-03:00;381;23.05.2018;2;381
23.05.2018;03:00-04:00;356;23.05.2018;3;356
23.05.2018;04:00-05:00;347;23.05.2018;4;347
23.05.2018;05:00-06:00;360;23.05.2018;5;360
23.05.2018;06:00-07:00;405;23.05.2018;6;405
23.05.2018;07:00-08:00;465;23.05.2018;7;465
23.05.2018;08:00-09:00;518;23.05.2018;8;518
23.05.2018;09:00-10:00;544;23.05.2018;9;544
23.05.2018;10:00-11:00;539;23.05.2018;10;539
23.05.2018;11:00-12:00;535;23.05.2018;11;535
23.05.2018;12:00-13:00;517;23.05.2018;12;517
23.05.2018;13:00-14:00;532;23.05.2018;13;532
23.05.2018;14:00-15:00;535;23.05.2018;14;535
23.05.2018;15:00-16:00;526;23.05.2018;15;526
23.05.2018;16:00-17:00;513;23.05.2018;16;513
23.05.2018;17:00-18:00;494;23.05.2018;17;494
23.05.2018;18:00-19:00;491;23.05.2018;18;491
23.05.2018;19:00-20:00;492;23.05.2018;19;492
23.05.2018;20:00-21:00;501;23.05.2018;20;501
23.05.2018;21:00-22:00;523;23.05.2018;21;523
23.05.2018;22:00-23:00;507;23.05.2018;22;507
23.05.2018;23:00-24:00;454;23.05.2018;23;454
24.05.2018;00:00-01:00;409;24.05.2018;0;409
24.05.2018;01:00-02:00;386;24.05.2018;1;386
24.05.2018;02:00-03:00;375;24.05.2018;2;375
24.05.2018;03:00-04:00;359;24.05.2018;3;359
24.05.2018;04:00-05:00;350;24.05.2018;4;350
24.05.2018;05:00-06:00;364;24.05.2018;5;364
24.05.2018;06:00-07:00;411;24.05.2018;6;411
24.05.2018;07:00-08:00;466;24.05.2018;7;466
24.05.2018;08:00-09:00;518;24.05.2018;8;518
24.05.2018;09:00-10:00;544;24.05.2018;9;544
24.05.2018;10:00-11:00;542;24.05.2018;10;542
24.05.2018;11:00-12:00;537;24.05.2018;11;537
24.05.2018;12:00-13:00;523;24.05.2018;12;523
24.05.2018;13:00-14:00;535;24.05.2018;13;535
24.05.2018;14:00-15:00;531;24.05.2018;14;531
24.05.2018;15:00-16:00;521;24.05.2018;15;521
24.05.2018;16:00-17:00;506;24.05.2018;16;506
24.05.2018;17:00-18:00;487;24.05.2018;17;487
24.05.2018;18:00-19:00;489;24.05.2018;18;489
24.05.2018;19:00-20:00;498;24.05.2018;19;498
24.05.2018;20:00-21:00;509;24.05.2018;20;509
24.05.2018;21:00-22:00;532;24.05.2018;21;532
24.05.2018;22:00-23:00;515;24.05.2018;22;515
24.05.2018;23:00-24:00;459;24.05.2018;23;459
25.05.2018;00:00-01:00;413;25.05.2018;0;413
25.05.2018;01:00-02:00;390;25.05.2018;1;390
25.05.2018;02:00-03:00;378;25.05.2018;2;378
25.05.2018;03:00-04:00;362;25.05.2018;3;362
25.05.2018;04:00-05:00;348;25.05.2018;4;348
25.05.2018;05:00-06:00;366;25.05.2018;5;366
25.05.2018;06:00-07:00;413;25.05.2018;6;413
25.05.2018;07:00-08:00;470;25.05.2018;7;470
25.05.2018;08:00-09:00;521;25.05.2018;8;521
25.05.2018;09:00-10:00;554;25.05.2018;9;554
25.05.2018;10:00-11:00;557;25.05.2018;10;557
25.05.2018;11:00-12:00;553;25.05.2018;11;553
25.05.2018;12:00-13:00;541;25.05.2018;12;541
25.05.2018;13:00-14:00;550;25.05.2018;13;550
25.05.2018;14:00-15:00;542;25.05.2018;14;542
25.05.2018;15:00-16:00;528;25.05.2018;15;528
25.05.2018;16:00-17:00;513;25.05.2018;16;513
25.05.2018;17:00-18:00;493;25.05.2018;17;493
25.05.2018;18:00-19:00;494;25.05.2018;18;494
25.05.2018;19:00-20:00;500;25.05.2018;19;500
25.05.2018;20:00-21:00;505;25.05.2018;20;505
25.05.2018;21:00-22:00;532;25.05.2018;21;532
25.05.2018;22:00-23:00;527;25.05.2018;22;527
25.05.2018;23:00-24:00;480;25.05.2018;23;480
26.05.2018;00:00-01:00;440;26.05.2018;0;440
26.05.2018;01:00-02:00;414;26.05.2018;1;414
26.05.2018;02:00-03:00;403;26.05.2018;2;403
26.05.2018;03:00-04:00;382;26.05.2018;3;382
26.05.2018;04:00-05:00;369;26.05.2018;4;369
26.05.2018;05:00-06:00;375;26.05.2018;5;375
26.05.2018;06:00-07:00;395;26.05.2018;6;395
26.05.2018;07:00-08:00;428;26.05.2018;7;428
26.05.2018;08:00-09:00;467;26.05.2018;8;467
26.05.2018;09:00-10:00;493;26.05.2018;9;493
26.05.2018;10:00-11:00;498;26.05.2018;10;498
26.05.2018;11:00-12:00;493;26.05.2018;11;493
26.05.2018;12:00-13:00;486;26.05.2018;12;486
26.05.2018;13:00-14:00;483;26.05.2018;13;483
26.05.2018;14:00-15:00;478;26.05.2018;14;478
26.05.2018;15:00-16:00;471;26.05.2018;15;471
26.05.2018;16:00-17:00;464;26.05.2018;16;464
26.05.2018;17:00-18:00;459;26.05.2018;17;459
26.05.2018;18:00-19:00;460;26.05.2018;18;460
26.05.2018;19:00-20:00;462;26.05.2018;19;462
26.05.2018;20:00-21:00;474;26.05.2018;20;474
26.05.2018;21:00-22:00;497;26.05.2018;21;497
26.05.2018;22:00-23:00;498;26.05.2018;22;498
26.05.2018;23:00-24:00;453;26.05.2018;23;453
27.05.2018;00:00-01:00;408;27.05.2018;0;408
27.05.2018;01:00-02:00;386;27.05.2018;1;386
27.05.2018;02:00-03:00;372;27.05.2018;2;372
27.05.2018;03:00-04:00;354;27.05.2018;3;354
27.05.2018;04:00-05:00;342;27.05.2018;4;342
27.05.2018;05:00-06:00;346;27.05.2018;5;346
27.05.2018;06:00-07:00;363;27.05.2018;6;363
27.05.2018;07:00-08:00;386;27.05.2018;7;386
27.05.2018;08:00-09:00;422;27.05.2018;8;422
27.05.2018;09:00-10:00;446;27.05.2018;9;446
27.05.2018;10:00-11:00;453;27.05.2018;10;453
27.05.2018;11:00-12:00;451;27.05.2018;11;451
27.05.2018;12:00-13:00;449;27.05.2018;12;449
27.05.2018;13:00-14:00;451;27.05.2018;13;451
27.05.2018;14:00-15:00;449;27.05.2018;14;449
27.05.2018;15:00-16:00;446;27.05.2018;15;446
27.05.2018;16:00-17:00;442;27.05.2018;16;442
27.05.2018;17:00-18:00;444;27.05.2018;17;444
27.05.2018;18:00-19:00;447;27.05.2018;18;447
27.05.2018;19:00-20:00;452;27.05.2018;19;452
27.05.2018;20:00-21:00;463;27.05.2018;20;463
27.05.2018;21:00-22:00;481;27.05.2018;21;481
27.05.2018;22:00-23:00;470;27.05.2018;22;470
27.05.2018;23:00-24:00;419;27.05.2018;23;419
28.05.2018;00:00-01:00;382;28.05.2018;0;382
28.05.2018;01:00-02:00;361;28.05.2018;1;361
28.05.2018;02:00-03:00;350;28.05.2018;2;350
28.05.2018;03:00-04:00;335;28.05.2018;3;335
28.05.2018;04:00-05:00;330;28.05.2018;4;330
28.05.2018;05:00-06:00;346;28.05.2018;5;346
28.05.2018;06:00-07:00;395;28.05.2018;6;395
28.05.2018;07:00-08:00;458;28.05.2018;7;458
28.05.2018;08:00-09:00;518;28.05.2018;8;518
28.05.2018;09:00-10:00;552;28.05.2018;9;552
28.05.2018;10:00-11:00;550;28.05.2018;10;550
28.05.2018;11:00-12:00;544;28.05.2018;11;544
28.05.2018;12:00-13:00;531;28.05.2018;12;531
28.05.2018;13:00-14:00;540;28.05.2018;13;540
28.05.2018;14:00-15:00;531;28.05.2018;14;531
28.05.2018;15:00-16:00;521;28.05.2018;15;521
28.05.2018;16:00-17:00;509;28.05.2018;16;509
28.05.2018;17:00-18:00;489;28.05.2018;17;489
28.05.2018;18:00-19:00;487;28.05.2018;18;487
28.05.2018;19:00-20:00;489;28.05.2018;19;489
28.05.2018;20:00-21:00;497;28.05.2018;20;497
28.05.2018;21:00-22:00;510;28.05.2018;21;510
28.05.2018;22:00-23:00;504;28.05.2018;22;504
28.05.2018;23:00-24:00;450;28.05.2018;23;450
29.05.2018;00:00-01:00;404;29.05.2018;0;404
29.05.2018;01:00-02:00;383;29.05.2018;1;383
29.05.2018;02:00-03:00;374;29.05.2018;2;374
29.05.2018;03:00-04:00;356;29.05.2018;3;356
29.05.2018;04:00-05:00;348;29.05.2018;4;348
29.05.2018;05:00-06:00;365;29.05.2018;5;365
29.05.2018;06:00-07:00;409;29.05.2018;6;409
29.05.2018;07:00-08:00;466;29.05.2018;7;466
29.05.2018;08:00-09:00;522;29.05.2018;8;522
29.05.2018;09:00-10:00;552;29.05.2018;9;552
29.05.2018;10:00-11:00;550;29.05.2018;10;550
29.05.2018;11:00-12:00;542;29.05.2018;11;542
29.05.2018;12:00-13:00;524;29.05.2018;12;524
29.05.2018;13:00-14:00;533;29.05.2018;13;533
29.05.2018;14:00-15:00;530;29.05.2018;14;530
29.05.2018;15:00-16:00;523;29.05.2018;15;523
29.05.2018;16:00-17:00;509;29.05.2018;16;509
29.05.2018;17:00-18:00;490;29.05.2018;17;490
29.05.2018;18:00-19:00;490;29.05.2018;18;490
29.05.2018;19:00-20:00;491;29.05.2018;19;491
29.05.2018;20:00-21:00;500;29.05.2018;20;500
29.05.2018;21:00-22:00;513;29.05.2018;21;513
29.05.2018;22:00-23:00;504;29.05.2018;22;504
29.05.2018;23:00-24:00;449;29.05.2018;23;449
30.05.2018;00:00-01:00;404;30.05.2018;0;404
30.05.2018;01:00-02:00;377;30.05.2018;1;377
30.05.2018;02:00-03:00;366;30.05.2018;2;366
30.05.2018;03:00-04:00;351;30.05.2018;3;351
30.05.2018;04:00-05:00;342;30.05.2018;4;342
30.05.2018;05:00-06:00;360;30.05.2018;5;360
30.05.2018;06:00-07:00;405;30.05.2018;6;405
30.05.2018;07:00-08:00;462;30.05.2018;7;462
30.05.2018;08:00-09:00;518;30.05.2018;8;518
30.05.2018;09:00-10:00;551;30.05.2018;9;551
30.05.2018;10:00-11:00;543;30.05.2018;10;543
30.05.2018;11:00-12:00;542;30.05.2018;11;542
30.05.2018;12:00-13:00;513;30.05.2018;12;513
30.05.2018;13:00-14:00;522;30.05.2018;13;522
30.05.2018;14:00-15:00;530;30.05.2018;14;530
30.05.2018;15:00-16:00;524;30.05.2018;15;524
30.05.2018;16:00-17:00;511;30.05.2018;16;511
30.05.2018;17:00-18:00;489;30.05.2018;17;489
30.05.2018;18:00-19:00;490;30.05.2018;18;490
30.05.2018;19:00-20:00;495;30.05.2018;19;495
30.05.2018;20:00-21:00;507;30.05.2018;20;507
30.05.2018;21:00-22:00;523;30.05.2018;21;523
30.05.2018;22:00-23:00;507;30.05.2018;22;507
30.05.2018;23:00-24:00;452;30.05.2018;23;452
31.05.2018;00:00-01:00;410;31.05.2018;0;410
31.05.2018;01:00-02:00;386;31.05.2018;1;386
31.05.2018;02:00-03:00;373;31.05.2018;2;373
31.05.2018;03:00-04:00;356;31.05.2018;3;356
31.05.2018;04:00-05:00;348;31.05.2018;4;348
31.05.2018;05:00-06:00;363;31.05.2018;5;363
31.05.2018;06:00-07:00;408;31.05.2018;6;408
31.05.2018;07:00-08:00;465;31.05.2018;7;465
31.05.2018;08:00-09:00;529;31.05.2018;8;529
31.05.2018;09:00-10:00;559;31.05.2018;9;559
31.05.2018;10:00-11:00;560;31.05.2018;10;560
31.05.2018;11:00-12:00;553;31.05.2018;11;553
31.05.2018;12:00-13:00;544;31.05.2018;12;544
31.05.2018;13:00-14:00;551;31.05.2018;13;551
31.05.2018;14:00-15:00;546;31.05.2018;14;546
31.05.2018;15:00-16:00;542;31.05.2018;15;542
31.05.2018;16:00-17:00;536;31.05.2018;16;536
31.05.2018;17:00-18:00;526;31.05.2018;17;526
31.05.2018;18:00-19:00;532;31.05.2018;18;532
31.05.2018;19:00-20:00;539;31.05.2018;19;539
31.05.2018;20:00-21:00;546;31.05.2018;20;546
31.05.2018;21:00-22:00;553;31.05.2018;21;553
31.05.2018;22:00-23:00;543;31.05.2018;22;543
31.05.2018;23:00-24:00;492;31.05.2018;23;492
01.06.2018;00:00-01:00;444;01.06.2018;0;444
01.06.2018;01:00-02:00;419;01.06.2018;1;419
01.06.2018;02:00-03:00;406;01.06.2018;2;406
01.06.2018;03:00-04:00;389;01.06.2018;3;389
01.06.2018;04:00-05:00;382;01.06.2018;4;382
01.06.2018;05:00-06:00;399;01.06.2018;5;399
01.06.2018;06:00-07:00;440;01.06.2018;6;440
01.06.2018;07:00-08:00;487;01.06.2018;7;487
01.06.2018;08:00-09:00;535;01.06.2018;8;535
01.06.2018;09:00-10:00;552;01.06.2018;9;552
01.06.2018;10:00-11:00;554;01.06.2018;10;554
01.06.2018;11:00-12:00;551;01.06.2018;11;551
01.06.2018;12:00-13:00;537;01.06.2018;12;537
01.06.2018;13:00-14:00;553;01.06.2018;13;553
01.06.2018;14:00-15:00;549;01.06.2018;14;549
01.06.2018;15:00-16:00;538;01.06.2018;15;538
01.06.2018;16:00-17:00;521;01.06.2018;16;521
01.06.2018;17:00-18:00;508;01.06.2018;17;508
01.06.2018;18:00-19:00;505;01.06.2018;18;505
01.06.2018;19:00-20:00;505;01.06.2018;19;505
01.06.2018;20:00-21:00;514;01.06.2018;20;514
01.06.2018;21:00-22:00;535;01.06.2018;21;535
01.06.2018;22:00-23:00;536;01.06.2018;22;536
01.06.2018;23:00-24:00;490;01.06.2018;23;490
02.06.2018;00:00-01:00;444;02.06.2018;0;444
02.06.2018;01:00-02:00;415;02.06.2018;1;415
02.06.2018;02:00-03:00;401;02.06.2018;2;401
02.06.2018;03:00-04:00;382;02.06.2018;3;382
02.06.2018;04:00-05:00;369;02.06.2018;4;369
02.06.2018;05:00-06:00;374;02.06.2018;5;374
02.06.2018;06:00-07:00;391;02.06.2018;6;391
02.06.2018;07:00-08:00;421;02.06.2018;7;421
02.06.2018;08:00-09:00;464;02.06.2018;8;464
02.06.2018;09:00-10:00;490;02.06.2018;9;490
02.06.2018;10:00-11:00;496;02.06.2018;10;496
02.06.2018;11:00-12:00;493;02.06.2018;11;493
02.06.2018;12:00-13:00;482;02.06.2018;12;482
02.06.2018;13:00-14:00;478;02.06.2018;13;478
02.06.2018;14:00-15:00;472;02.06.2018;14;472
02.06.2018;15:00-16:00;461;02.06.2018;15;461
02.06.2018;16:00-17:00;456;02.06.2018;16;456
02.06.2018;17:00-18:00;451;02.06.2018;17;451
02.06.2018;18:00-19:00;453;02.06.2018;18;453
02.06.2018;19:00-20:00;455;02.06.2018;19;455
02.06.2018;20:00-21:00;463;02.06.2018;20;463
02.06.2018;21:00-22:00;484;02.06.2018;21;484
02.06.2018;22:00-23:00;489;02.06.2018;22;489
02.06.2018;23:00-24:00;445;02.06.2018;23;445
03.06.2018;00:00-01:00;403;03.06.2018;0;403
03.06.2018;01:00-02:00;378;03.06.2018;1;378
03.06.2018;02:00-03:00;364;03.06.2018;2;364
03.06.2018;03:00-04:00;343;03.06.2018;3;343
03.06.2018;04:00-05:00;332;03.06.2018;4;332
03.06.2018;05:00-06:00;338;03.06.2018;5;338
03.06.2018;06:00-07:00;353;03.06.2018;6;353
03.06.2018;07:00-08:00;379;03.06.2018;7;379
03.06.2018;08:00-09:00;419;03.06.2018;8;419
03.06.2018;09:00-10:00;453;03.06.2018;9;453
03.06.2018;10:00-11:00;464;03.06.2018;10;464
03.06.2018;11:00-12:00;462;03.06.2018;11;462
03.06.2018;12:00-13:00;460;03.06.2018;12;460
03.06.2018;13:00-14:00;459;03.06.2018;13;459
03.06.2018;14:00-15:00;453;03.06.2018;14;453
03.06.2018;15:00-16:00;448;03.06.2018;15;448
03.06.2018;16:00-17:00;446;03.06.2018;16;446
03.06.2018;17:00-18:00;445;03.06.2018;17;445
03.06.2018;18:00-19:00;438;03.06.2018;18;438
03.06.2018;19:00-20:00;446;03.06.2018;19;446
03.06.2018;20:00-21:00;464;03.06.2018;20;464
03.06.2018;21:00-22:00;480;03.06.2018;21;480
03.06.2018;22:00-23:00;475;03.06.2018;22;475
03.06.2018;23:00-24:00;428;03.06.2018;23;428
04.06.2018;00:00-01:00;386;04.06.2018;0;386
04.06.2018;01:00-02:00;360;04.06.2018;1;360
04.06.2018;02:00-03:00;344;04.06.2018;2;344
04.06.2018;03:00-04:00;329;04.06.2018;3;329
04.06.2018;04:00-05:00;323;04.06.2018;4;323
04.06.2018;05:00-06:00;341;04.06.2018;5;341
04.06.2018;06:00-07:00;387;04.06.2018;6;387
04.06.2018;07:00-08:00;447;04.06.2018;7;447
04.06.2018;08:00-09:00;510;04.06.2018;8;510
04.06.2018;09:00-10:00;547;04.06.2018;9;547
04.06.2018;10:00-11:00;550;04.06.2018;10;550
04.06.2018;11:00-12:00;547;04.06.2018;11;547
04.06.2018;12:00-13:00;536;04.06.2018;12;536
04.06.2018;13:00-14:00;546;04.06.2018;13;546
04.06.2018;14:00-15:00;539;04.06.2018;14;539
04.06.2018;15:00-16:00;529;04.06.2018;15;529
04.06.2018;16:00-17:00;523;04.06.2018;16;523
04.06.2018;17:00-18:00;507;04.06.2018;17;507
04.06.2018;18:00-19:00;513;04.06.2018;18;513
04.06.2018;19:00-20:00;519;04.06.2018;19;519
04.06.2018;20:00-21:00;526;04.06.2018;20;526
04.06.2018;21:00-22:00;525;04.06.2018;21;525
04.06.2018;22:00-23:00;504;04.06.2018;22;504
04.06.2018;23:00-24:00;451;04.06.2018;23;451
05.06.2018;00:00-01:00;406;05.06.2018;0;406
05.06.2018;01:00-02:00;385;05.06.2018;1;385
05.06.2018;02:00-03:00;372;05.06.2018;2;372
05.06.2018;03:00-04:00;349;05.06.2018;3;349
05.06.2018;04:00-05:00;344;05.06.2018;4;344
05.06.2018;05:00-06:00;365;05.06.2018;5;365
05.06.2018;06:00-07:00;408;05.06.2018;6;408
05.06.2018;07:00-08:00;465;05.06.2018;7;465
05.06.2018;08:00-09:00;531;05.06.2018;8;531
05.06.2018;09:00-10:00;563;05.06.2018;9;563
05.06.2018;10:00-11:00;564;05.06.2018;10;564
05.06.2018;11:00-12:00;561;05.06.2018;11;561
05.06.2018;12:00-13:00;544;05.06.2018;12;544
05.06.2018;13:00-14:00;550;05.06.2018;13;550
05.06.2018;14:00-15:00;546;05.06.2018;14;546
05.06.2018;15:00-16:00;539;05.06.2018;15;539
05.06.2018;16:00-17:00;530;05.06.2018;16;530
05.06.2018;17:00-18:00;517;05.06.2018;17;517
05.06.2018;18:00-19:00;521;05.06.2018;18;521
05.06.2018;19:00-20:00;524;05.06.2018;19;524
05.06.2018;20:00-21:00;533;05.06.2018;20;533
05.06.2018;21:00-22:00;543;05.06.2018;21;543
05.06.2018;22:00-23:00;532;05.06.2018;22;532
05.06.2018;23:00-24:00;479;05.06.2018;23;479
06.06.2018;00:00-01:00;434;06.06.2018;0;434
06.06.2018;01:00-02:00;411;06.06.2018;1;411
06.06.2018;02:00-03:00;396;06.06.2018;2;396
06.06.2018;03:00-04:00;379;06.06.2018;3;379
06.06.2018;04:00-05:00;372;06.06.2018;4;372
06.06.2018;05:00-06:00;386;06.06.2018;5;386
06.06.2018;06:00-07:00;432;06.06.2018;6;432
06.06.2018;07:00-08:00;489;06.06.2018;7;489
06.06.2018;08:00-09:00;548;06.06.2018;8;548
06.06.2018;09:00-10:00;573;06.06.2018;9;573
06.06.2018;10:00-11:00;571;06.06.2018;10;571
06.06.2018;11:00-12:00;568;06.06.2018;11;568
06.06.2018;12:00-13:00;558;06.06.2018;12;558
06.06.2018;13:00-14:00;563;06.06.2018;13;563
06.06.2018;14:00-15:00;555;06.06.2018;14;555
06.06.2018;15:00-16:00;546;06.06.2018;15;546
06.06.2018;16:00-17:00;536;06.06.2018;16;536
06.06.2018;17:00-18:00;522;06.06.2018;17;522
06.06.2018;18:00-19:00;526;06.06.2018;18;526
06.06.2018;19:00-20:00;535;06.06.2018;19;535
06.06.2018;20:00-21:00;547;06.06.2018;20;547
06.06.2018;21:00-22:00;550;06.06.2018;21;550
06.06.2018;22:00-23:00;541;06.06.2018;22;541
06.06.2018;23:00-24:00;491;06.06.2018;23;491
07.06.2018;00:00-01:00;442;07.06.2018;0;442
07.06.2018;01:00-02:00;417;07.06.2018;1;417
07.06.2018;02:00-03:00;405;07.06.2018;2;405
07.06.2018;03:00-04:00;386;07.06.2018;3;386
07.06.2018;04:00-05:00;381;07.06.2018;4;381
07.06.2018;05:00-06:00;397;07.06.2018;5;397
07.06.2018;06:00-07:00;438;07.06.2018;6;438
07.06.2018;07:00-08:00;494;07.06.2018;7;494
07.06.2018;08:00-09:00;547;07.06.2018;8;547
07.06.2018;09:00-10:00;574;07.06.2018;9;574
07.06.2018;10:00-11:00;574;07.06.2018;10;574
07.06.2018;11:00-12:00;577;07.06.2018;11;577
07.06.2018;12:00-13:00;568;07.06.2018;12;568
07.06.2018;13:00-14:00;576;07.06.2018;13;576
07.06.2018;14:00-15:00;567;07.06.2018;14;567
07.06.2018;15:00-16:00;560;07.06.2018;15;560
07.06.2018;16:00-17:00;542;07.06.2018;16;542
07.06.2018;17:00-18:00;522;07.06.2018;17;522
07.06.2018;18:00-19:00;522;07.06.2018;18;522
07.06.2018;19:00-20:00;529;07.06.2018;19;529
07.06.2018;20:00-21:00;538;07.06.2018;20;538
07.06.2018;21:00-22:00;546;07.06.2018;21;546
07.06.2018;22:00-23:00;537;07.06.2018;22;537
07.06.2018;23:00-24:00;487;07.06.2018;23;487
08.06.2018;00:00-01:00;439;08.06.2018;0;439
08.06.2018;01:00-02:00;415;08.06.2018;1;415
08.06.2018;02:00-03:00;402;08.06.2018;2;402
08.06.2018;03:00-04:00;384;08.06.2018;3;384
08.06.2018;04:00-05:00;382;08.06.2018;4;382
08.06.2018;05:00-06:00;397;08.06.2018;5;397
08.06.2018;06:00-07:00;440;08.06.2018;6;440
08.06.2018;07:00-08:00;505;08.06.2018;7;505
08.06.2018;08:00-09:00;573;08.06.2018;8;573
08.06.2018;09:00-10:00;611;08.06.2018;9;611
08.06.2018;10:00-11:00;619;08.06.2018;10;619
08.06.2018;11:00-12:00;616;08.06.2018;11;616
08.06.2018;12:00-13:00;600;08.06.2018;12;600
08.06.2018;13:00-14:00;603;08.06.2018;13;603
08.06.2018;14:00-15:00;594;08.06.2018;14;594
08.06.2018;15:00-16:00;582;08.06.2018;15;582
08.06.2018;16:00-17:00;562;08.06.2018;16;562
08.06.2018;17:00-18:00;542;08.06.2018;17;542
08.06.2018;18:00-19:00;540;08.06.2018;18;540
08.06.2018;19:00-20:00;544;08.06.2018;19;544
08.06.2018;20:00-21:00;557;08.06.2018;20;557
08.06.2018;21:00-22:00;565;08.06.2018;21;565
08.06.2018;22:00-23:00;560;08.06.2018;22;560
08.06.2018;23:00-24:00;510;08.06.2018;23;510
09.06.2018;00:00-01:00;462;09.06.2018;0;462
09.06.2018;01:00-02:00;437;09.06.2018;1;437
09.06.2018;02:00-03:00;420;09.06.2018;2;420
09.06.2018;03:00-04:00;401;09.06.2018;3;401
09.06.2018;04:00-05:00;396;09.06.2018;4;396
09.06.2018;05:00-06:00;410;09.06.2018;5;410
09.06.2018;06:00-07:00;448;09.06.2018;6;448
09.06.2018;07:00-08:00;497;09.06.2018;7;497
