Дата;Местное время Тверь;Потребление факт, МВтч;DATE;HOUR;FACT
03.01.2016;12:00-13:00;691;03.01.2016;12;691
03.01.2016;13:00-14:00;685;03.01.2016;13;685
03.01.2016;14:00-15:00;680;03.01.2016;14;680
03.01.2016;15:00-16:00;683;03.01.2016;15;683
03.01.2016;16:00-17:00;721;03.01.2016;16;721
03.01.2016;17:00-18:00;766;03.01.2016;17;766
03.01.2016;18:00-19:00;771;03.01.2016;18;771
03.01.2016;19:00-20:00;765;03.01.2016;19;765
03.01.2016;20:00-21:00;753;03.01.2016;20;753
03.01.2016;21:00-22:00;734;03.01.2016;21;734
03.01.2016;22:00-23:00;700;03.01.2016;22;700
03.01.2016;23:00-24:00;662;03.01.2016;23;662
04.01.2016;00:00-01:00;624;04.01.2016;0;624
04.01.2016;01:00-02:00;595;04.01.2016;1;595
04.01.2016;02:00-03:00;579;04.01.2016;2;579
04.01.2016;03:00-04:00;571;04.01.2016;3;571
04.01.2016;04:00-05:00;570;04.01.2016;4;570
04.01.2016;05:00-06:00;580;04.01.2016;5;580
04.01.2016;06:00-07:00;600;04.01.2016;6;600
04.01.2016;07:00-08:00;629;04.01.2016;7;629
04.01.2016;08:00-09:00;669;04.01.2016;8;669
04.01.2016;09:00-10:00;696;04.01.2016;9;696
04.01.2016;10:00-11:00;725;04.01.2016;10;725
04.01.2016;11:00-12:00;734;04.01.2016;11;734
04.01.2016;12:00-13:00;731;04.01.2016;12;731
04.01.2016;13:00-14:00;725;04.01.2016;13;725
04.01.2016;14:00-15:00;721;04.01.2016;14;721
04.01.2016;15:00-16:00;723;04.01.2016;15;723
04.01.2016;16:00-17:00;756;04.01.2016;16;756
04.01.2016;17:00-18:00;799;04.01.2016;17;799
04.01.2016;18:00-19:00;800;04.01.2016;18;800
04.01.2016;19:00-20:00;791;04.01.2016;19;791
04.01.2016;20:00-21:00;781;04.01.2016;20;781
04.01.2016;21:00-22:00;761;04.01.2016;21;761
04.01.2016;22:00-23:00;725;04.01.2016;22;725
04.01.2016;23:00-24:00;686;04.01.2016;23;686
05.01.2016;00:00-01:00;645;05.01.2016;0;645
05.01.2016;01:00-02:00;613;05.01.2016;1;613
05.01.2016;02:00-03:00;596;05.01.2016;2;596
05.01.2016;03:00-04:00;588;05.01.2016;3;588
05.01.2016;04:00-05:00;588;05.01.2016;4;588
05.01.2016;05:00-06:00;598;05.01.2016;5;598
05.01.2016;06:00-07:00;620;05.01.2016;6;620
05.01.2016;07:00-08:00;650;05.01.2016;7;650
05.01.2016;08:00-09:00;693;05.01.2016;8;693
05.01.2016;09:00-10:00;720;05.01.2016;9;720
05.01.2016;10:00-11:00;750;05.01.2016;10;750
05.01.2016;11:00-12:00;761;05.01.2016;11;761
05.01.2016;12:00-13:00;756;05.01.2016;12;756
05.01.2016;13:00-14:00;753;05.01.2016;13;753
05.01.2016;14:00-15:00;748;05.01.2016;14;748
05.01.2016;15:00-16:00;751;05.01.2016;15;751
05.01.2016;16:00-17:00;781;05.01.2016;16;781
05.01.2016;17:00-18:00;821;05.01.2016;17;821
05.01.2016;18:00-19:00;820;05.01.2016;18;820
05.01.2016;19:00-20:00;810;05.01.2016;19;810
05.01.2016;20:00-21:00;795;05.01.2016;20;795
05.01.2016;21:00-22:00;774;05.01.2016;21;774
05.01.2016;22:00-23:00;737;05.01.2016;22;737
05.01.2016;23:00-24:00;699;05.01.2016;23;699
06.01.2016;00:00-01:00;663;06.01.2016;0;663
06.01.2016;01:00-02:00;629;06.01.2016;1;629
06.01.2016;02:00-03:00;611;06.01.2016;2;611
06.01.2016;03:00-04:00;602;06.01.2016;3;602
06.01.2016;04:00-05:00;601;06.01.2016;4;601
06.01.2016;05:00-06:00;611;06.01.2016;5;611
06.01.2016;06:00-07:00;631;06.01.2016;6;631
06.01.2016;07:00-08:00;661;06.01.2016;7;661
06.01.2016;08:00-09:00;699;06.01.2016;8;699
06.01.2016;09:00-10:00;713;06.01.2016;9;713
06.01.2016;10:00-11:00;739;06.01.2016;10;739
06.01.2016;11:00-12:00;748;06.01.2016;11;748
06.01.2016;12:00-13:00;744;06.01.2016;12;744
06.01.2016;13:00-14:00;741;06.01.2016;13;741
06.01.2016;14:00-15:00;737;06.01.2016;14;737
06.01.2016;15:00-16:00;739;06.01.2016;15;739
06.01.2016;16:00-17:00;771;06.01.2016;16;771
06.01.2016;17:00-18:00;808;06.01.2016;17;808
06.01.2016;18:00-19:00;807;06.01.2016;18;807
06.01.2016;19:00-20:00;795;06.01.2016;19;795
06.01.2016;20:00-21:00;782;06.01.2016;20;782
06.01.2016;21:00-22:00;759;06.01.2016;21;759
06.01.2016;22:00-23:00;728;06.01.2016;22;728
06.01.2016;23:00-24:00;689;06.01.2016;23;689
07.01.2016;00:00-01:00;649;07.01.2016;0;649
07.01.2016;01:00-02:00;620;07.01.2016;1;620
07.01.2016;02:00-03:00;601;07.01.2016;2;601
07.01.2016;03:00-04:00;592;07.01.2016;3;592
07.01.2016;04:00-05:00;589;07.01.2016;4;589
07.01.2016;05:00-06:00;594;07.01.2016;5;594
07.01.2016;06:00-07:00;608;07.01.2016;6;608
07.01.2016;07:00-08:00;628;07.01.2016;7;628
07.01.2016;08:00-09:00;655;07.01.2016;8;655
07.01.2016;09:00-10:00;671;07.01.2016;9;671
07.01.2016;10:00-11:00;696;07.01.2016;10;696
07.01.2016;11:00-12:00;704;07.01.2016;11;704
07.01.2016;12:00-13:00;702;07.01.2016;12;702
07.01.2016;13:00-14:00;696;07.01.2016;13;696
07.01.2016;14:00-15:00;691;07.01.2016;14;691
07.01.2016;15:00-16:00;693;07.01.2016;15;693
07.01.2016;16:00-17:00;728;07.01.2016;16;728
07.01.2016;17:00-18:00;776;07.01.2016;17;776
07.01.2016;18:00-19:00;779;07.01.2016;18;779
07.01.2016;19:00-20:00;774;07.01.2016;19;774
07.01.2016;20:00-21:00;767;07.01.2016;20;767
07.01.2016;21:00-22:00;752;07.01.2016;21;752
07.01.2016;22:00-23:00;724;07.01.2016;22;724
07.01.2016;23:00-24:00;689;07.01.2016;23;689
08.01.2016;00:00-01:00;649;08.01.2016;0;649
08.01.2016;01:00-02:00;622;08.01.2016;1;622
08.01.2016;02:00-03:00;605;08.01.2016;2;605
08.01.2016;03:00-04:00;597;08.01.2016;3;597
08.01.2016;04:00-05:00;596;08.01.2016;4;596
08.01.2016;05:00-06:00;604;08.01.2016;5;604
08.01.2016;06:00-07:00;623;08.01.2016;6;623
08.01.2016;07:00-08:00;650;08.01.2016;7;650
08.01.2016;08:00-09:00;689;08.01.2016;8;689
08.01.2016;09:00-10:00;714;08.01.2016;9;714
08.01.2016;10:00-11:00;745;08.01.2016;10;745
08.01.2016;11:00-12:00;756;08.01.2016;11;756
08.01.2016;12:00-13:00;755;08.01.2016;12;755
08.01.2016;13:00-14:00;753;08.01.2016;13;753
08.01.2016;14:00-15:00;750;08.01.2016;14;750
08.01.2016;15:00-16:00;748;08.01.2016;15;748
08.01.2016;16:00-17:00;776;08.01.2016;16;776
08.01.2016;17:00-18:00;820;08.01.2016;17;820
08.01.2016;18:00-19:00;824;08.01.2016;18;824
08.01.2016;19:00-20:00;816;08.01.2016;19;816
08.01.2016;20:00-21:00;805;08.01.2016;20;805
08.01.2016;21:00-22:00;786;08.01.2016;21;786
08.01.2016;22:00-23:00;752;08.01.2016;22;752
08.01.2016;23:00-24:00;710;08.01.2016;23;710
09.01.2016;00:00-01:00;670;09.01.2016;0;670
09.01.2016;01:00-02:00;640;09.01.2016;1;640
09.01.2016;02:00-03:00;623;09.01.2016;2;623
09.01.2016;03:00-04:00;615;09.01.2016;3;615
09.01.2016;04:00-05:00;615;09.01.2016;4;615
09.01.2016;05:00-06:00;623;09.01.2016;5;623
09.01.2016;06:00-07:00;641;09.01.2016;6;641
09.01.2016;07:00-08:00;667;09.01.2016;7;667
09.01.2016;08:00-09:00;703;09.01.2016;8;703
09.01.2016;09:00-10:00;726;09.01.2016;9;726
09.01.2016;10:00-11:00;756;09.01.2016;10;756
09.01.2016;11:00-12:00;765;09.01.2016;11;765
09.01.2016;12:00-13:00;765;09.01.2016;12;765
09.01.2016;13:00-14:00;761;09.01.2016;13;761
09.01.2016;14:00-15:00;756;09.01.2016;14;756
09.01.2016;15:00-16:00;755;09.01.2016;15;755
09.01.2016;16:00-17:00;780;09.01.2016;16;780
09.01.2016;17:00-18:00;820;09.01.2016;17;820
09.01.2016;18:00-19:00;822;09.01.2016;18;822
09.01.2016;19:00-20:00;812;09.01.2016;19;812
09.01.2016;20:00-21:00;801;09.01.2016;20;801
09.01.2016;21:00-22:00;781;09.01.2016;21;781
09.01.2016;22:00-23:00;750;09.01.2016;22;750
09.01.2016;23:00-24:00;711;09.01.2016;23;711
10.01.2016;00:00-01:00;671;10.01.2016;0;671
10.01.2016;01:00-02:00;640;10.01.2016;1;640
10.01.2016;02:00-03:00;623;10.01.2016;2;623
10.01.2016;03:00-04:00;615;10.01.2016;3;615
10.01.2016;04:00-05:00;613;10.01.2016;4;613
10.01.2016;05:00-06:00;620;10.01.2016;5;620
10.01.2016;06:00-07:00;635;10.01.2016;6;635
10.01.2016;07:00-08:00;656;10.01.2016;7;656
10.01.2016;08:00-09:00;688;10.01.2016;8;688
10.01.2016;09:00-10:00;710;10.01.2016;9;710
10.01.2016;10:00-11:00;739;10.01.2016;10;739
